id,title,domain,severity,nist_ai_rmf,mitre_atlas,stakeholders,references,risk,scenario,tier1,tier2,tier3,tooling
AISECA-PRIV-005,Unauthorized training data use,Data Privacy,High,MAP-2; MAN-4,No Direct Mapping,Leadership,,"AI is trained using data without appropriate authorization, consent, or legal rights.","A corporation trains an internal AI assistant on unfiltered HR records — including employee names, salaries, performance ratings, and medical leave history. When a manager later prompts the tool to suggest performance review language for employees who take frequent leave, the model surfaces details closely mirroring a specific employee's mental health history. The company now faces discrimination claims, HIPAA and ADA violations, and cannot simply delete the data — as it is embedded in the model's weights and would require a full, costly retraining to remediate.","Define a formal data classification schema that assigns sensitivity levels to all organizational data, explicitly designating the most restricted categories as off-limits for AI ingestion, and document this in a written AI acceptable use policy that covers both internal systems and third-party vendors with embedded AI features. Constrain access by enforcing role-based controls so AI systems cannot reach protected datastores, physically or logically segregating sensitive datasets from shared data lakes and AI pipelines, requiring vendor contracts to prohibit model training on your data, and mandating approved anonymization standards before any internal data can be considered for AI use.","Enforce protections by deploying automated ingestion gates that scan for classification tags and sensitive data patterns before any dataset enters a training or fine-tuning workflow, extending DLP policies to block restricted data from being input into AI tools or APIs, and requiring formal stakeholder sign-off before any internal dataset is approved for AI use. Monitor by enabling comprehensive audit logging on all AI data flows (capturing input source, user identity, and timestamp) and configuring anomaly detection on sensitive datastores to alert on bulk exports, unusual access patterns, or activity outside normal operational behavior.","Validate by periodically auditing what data has actually been ingested into deployed models ncluding fine-tuned and retrieval-augmented systems and using targeted output probing to surface any memorized sensitive content, treating user-reported concerns as an additional validation signal. Adapt by maintaining a documented machine unlearning procedure for affected models, keeping an incident response playbook ready for data contamination events, aligning controls with applicable regulations such as GDPR, CCPA, and the EU AI Act, and reinforcing all controls with ongoing employee education on data boundaries and reporting obligations.","**Categories.** Data & Analytics Governance (catalog/lineage); AI Governance

**Data governance & lineage**

- DataHub (LinkedIn-originated) (dataset lineage, ownership & consent metadata) — https://github.com/datahub-project/datahub
- Unity Catalog (Databricks) (access/usage governance) — https://github.com/unitycatalog/unitycatalog
- Google TensorFlow Data Validation (dataset intake checks) — https://github.com/tensorflow/data-validation"
AISECA-PRIV-006,Markdown Rendering Exfiltration,Data Privacy,Medium,MAP-2; MAN-4,Direct: Exfiltration – LLM Data Leakage (AML.T0057); Conditional: Execution – LLM Prompt Injection (AML.T0051),Cybersecurity / Assurance,https://blog.cyberdesserts.com/prompt-injection-attacks/,AI-generated Markdown triggers external resource requests that disclose sensitive data or contextual information.,AI-generated Markdown leaks sensitive information through external resource requests.,"Define restrictions on markdown and rich content rendering in AI system outputs, prohibiting the generation of external resource references — including images, links, and iframes — that could transmit data to attacker-controlled endpoints. Require that all AI deployments in browser or rich-client contexts include a documented content security policy governing outbound resource requests triggered by model outputs.","Enforce markdown exfiltration controls through output sanitization that detects and strips external resource references from AI-generated content before rendering, including image URLs with query parameters, tracking pixels, and redirect chains. Implement Content Security Policy headers in all AI-adjacent UIs that restrict outbound requests to approved domains, and monitor for outbound requests from AI output rendering that deviate from approved baselines.","Continuously test markdown rendering exfiltration defenses using adversarial payloads that embed data-carrying external resource references across all supported markdown and rich content types. Track metrics including exfiltration payload detection rate, CSP violation rate, and data-carrying outbound request rate from AI UI rendering contexts. Adapt sanitization rules and CSP policies based on findings.","**Categories.** AI Guardrails / AI Firewall (output sanitization); AI-aware DLP; AIDR

- Palo Alto Networks LLM Guard (Protect AI) (strip/deny untrusted URLs & active content in outputs) — https://github.com/protectai/llm-guard
- Meta LlamaFirewall (output filtering) — https://github.com/meta-llama/PurpleLlama
- NVIDIA NeMo Guardrails (output rails) — https://github.com/NVIDIA/NeMo-Guardrails
- Content-Security-Policy enforcement (W3C standard) (no-remote-image policies in rendering clients) — https://developer.mozilla.org/en-US/docs/Web/HTTP/CSP
- Microsoft PyRIT (exfiltration probes for validation) — https://github.com/Azure/PyRIT"
AISECA-ENV-001,Excessive compute consumption,"Environmental Impacts (energy usage, carbon footprint, resource consumption)",Low,MEA-3,Conditional: Impact – Cost Harvesting (AML.T0034); Impact – Denial of AI Service (AML.T0029),Builder / Maintainer,https://www.theregister.com/security/2026/03/03/dev-stunned-by-82k-gemini-api-key-bill-after-theft/4925029,"AI consumes excessive computing resources, creating unnecessary cost, performance, or availability impacts.","A coding assistant with access to a large enterprise codebase enters a recursive loop, spawning thousands of expensive operations as it seeks to iteratively refactor the codebase. Cloud costs spike overnight before anyone notices the runaway process.","Establish policies and configurations that bound AI resource usage. Publish an acceptable use policy defining approved agentic use cases and require budget ownership for workloads above defined thresholds. Technically, configure hard limits on token usage, tool-call depth, concurrency, and other AI metrics, enforce spend caps with budget alerts, and restrict production credentials to vetted & scoped service accounts.","Deploy runtime controls that terminate sessions exceeding token, cost, or other thresholds. Require human approval for long-running or high-cost agentic operations. Apply circuit breakers that detect repetitive tool calls or loops and halt execution. Stream usage telemetry into centralized observability tools with alerting. Monitor for spend spikes and other as-defined activity that trigger automated throttling or escalation.","Test and evolve consumption controls as agents and workloads change. Conduct periodic load testing of agentic workflows, including adversarial prompts designed to induce loops and validate that circuit breakers, budget caps, and escalation mechanisms actually engage. Audit production usage to identify inefficient agents or prompts driving disproportionate spend, and feed findings into updated limits and guardrail logic. Integrate incidents into enterprise risk reporting.","**Categories.** FinOps / Cloud Cost Management; Observability; Sustainability (GreenOps)

**Resource quotas & usage telemetry**

- Kubernetes ResourceQuota/LimitRange (Google/CNCF) — https://kubernetes.io/docs/concepts/policy/resource-quotas/
- KEDA (Microsoft-originated/CNCF) (demand-based scaling) — https://github.com/kedacore/keda
- OpenTelemetry (CNCF) — https://opentelemetry.io
- Datadog Agent (open source) (consumption metering) — https://github.com/DataDog/datadog-agent
- Cloud Carbon Footprint (Thoughtworks) — https://github.com/cloud-carbon-footprint/cloud-carbon-footprint"
AISECA-ENV-002,Inefficient inference or training,"Environmental Impacts (energy usage, carbon footprint, resource consumption)",Low,MEA-3,No Direct Mapping,Builder / Maintainer,https://en.wikipedia.org/wiki/Artificial_intelligence_and_climate_change,"AI models use more processing power, time, or infrastructure than necessary to perform their intended function.",AI takes longer and costs more than it should to run because it isn’t built efficiently. This leads to slow responses and unnecessarily high operating costs.,"Define performance, cost, and execution constraints for all AI workloads, including target response times, cost per request, and maximum token usage. Establish model selection policies that prioritize smaller, specialized models where feasible over large general-purpose models. Define acceptable use cases for high-cost models and require justification. Establish baseline controls for efficient execution, including caching strategies, reuse of prior results, and avoidance of redundant model calls. Define maximum runtime and cost thresholds for any single request or workflow.","Enforce efficient and bounded execution through technical controls, including rate limiting on token usage, caps on compute consumption, and restrictions on model selection based on use case. Implement runtime and cost guardrails that automatically interrupt or terminate requests exceeding predefined thresholds. Optimize execution by minimizing redundant computation (e.g., caching, deduplication, batching) and routing workloads to appropriately sized models. Continuously monitor performance, latency, token usage, and cost against defined baselines, and generate alerts when thresholds are exceeded.","Continuously adapt by analyzing performance and cost to identify inefficiencies and refine system efficiency over time. Update performance and cost baselines and models as usage scales to improve speed, reduce waste, and control costs.","**Categories.** ModelOps / MLOps (inference & training optimization)

**Model & inference optimization**

- Microsoft DeepSpeed (training/inference efficiency) — https://github.com/microsoft/DeepSpeed
- NVIDIA TensorRT-LLM — https://github.com/NVIDIA/TensorRT-LLM
- NVIDIA Triton Inference Server — https://github.com/triton-inference-server/server
- Microsoft ONNX Runtime (quantization & graph optimization) — https://github.com/microsoft/onnxruntime"
AISECA-BIAS-001,Discriminatory outputs,Harmful Bias & Homogenization,Medium,MAP-3; MEA-2; MAN-3,No Direct Mapping,Leadership,https://www.cnbc.com/2019/11/11/regulator-probing-goldmans-apple-card-no-room-for-bias-in-algorithms.html,AI produces outputs or decisions that unfairly disadvantage certain individuals or groups.,"A regional bank deploys an AI assistant to support loan officers in drafting preliminary credit assessment narratives for small business applications. The model, fine-tuned on historical loan documentation, generates significantly more skeptical and heavily qualified narratives for businesses owned by applicants from certain demographic backgrounds, using language that signals elevated credit risk without explicit reference to protected characteristics. Loan officers, treating the model's output as a neutral starting point, systematically finalize assessments that reflect the model's biased framing and don't manually review applications. The pattern surfaces only during a fair lending audit eighteen months after deployment, by which time hundreds of applications have been adversely affected.","Define fairness principles and prohibited bias patterns that apply to all AI systems used in decisions or communications that materially affect customers, employees, or counterparties, with explicit coverage of protected characteristics under applicable law and internal equity commitments. Require that AI deployments in high-stakes decision contexts — including credit assessment, fraud scoring, customer service routing, and compliance screening — include documented fairness requirements approved by the responsible Legal and Compliance function, specifying prohibited output patterns, required demographic parity thresholds, and human oversight requirements. Establish model documentation standards that require disclosure of training data demographic composition, known bias evaluations, and use case scope restrictions prior to deployment approval.","Enforce bias detection and mitigation controls through pre-deployment fairness evaluations that test model outputs across demographic subgroups defined by protected characteristics, and through runtime monitoring that tracks output disparities across population segments in production. Implement human review workflows for high-stakes decision contexts that require adjudication when model outputs exceed defined disparity thresholds or exhibit language patterns associated with historically biased framing. Log all model outputs in decision-relevant contexts with sufficient metadata to support retrospective fairness audits, and alert responsible stakeholders when disparity metrics drift beyond established baselines.","Continuously validate fairness controls through scheduled bias evaluations using representative and adversarial test sets that probe for disparate output patterns across protected characteristics and intersectional subgroups. Track metrics including demographic parity ratios, equalized odds gaps, output sentiment disparity by subgroup, and human override rates by demographic segment. Conduct retrospective audits of production decisions to detect disparate impact patterns that may not be visible in per-output monitoring, and adapt model selection, fine-tuning, and prompt engineering in response to findings. Update fairness thresholds and evaluation criteria as regulatory requirements and internal equity standards evolve.","**Categories.** Responsible AI / AI Governance (bias auditing); AI TRiSM

**Bias testing & mitigation**

- IBM AI Fairness 360 — https://github.com/Trusted-AI/AIF360
- Microsoft Fairlearn — https://github.com/fairlearn/fairlearn
- Google Fairness Indicators — https://github.com/tensorflow/fairness-indicators
Runtime output screening:
- IBM Granite Guardian (social-bias detector) — https://github.com/ibm-granite/granite-guardian"
AISECA-BIAS-002,Exclusionary recommendations,Harmful Bias & Homogenization,Medium,MAP-3; MEA-2; MAN-3,No Direct Mapping,Leadership,https://www.reuters.com/article/us-amazon-com-jobs-automation-insight-idUSKCN1MK08G/,"AI recommends, prioritizes, or excludes people in ways that unfairly limit access to opportunities, services, or resources.","An AI-powered recommendation system consistently suggests candidates, vendors, or content that reflect a narrow demographic profile, excluding qualified individuals or perspectives and reinforcing systemic bias in decision-making processes.","Define fairness and inclusion requirements for AI outputs, including constraints that prevent exclusionary or biased recommendations based on protected or sensitive attributes, and establish guidelines for representative and diverse outputs.","Implement bias detection and mitigation controls within model outputs and recommendation logic, including fairness checks, diversity constraints, and monitoring for skewed outcomes across demographic groups. Track and investigate disparities, and enforce corrective actions when bias thresholds are exceeded.","Continuously evaluate system fairness using adversarial testing, representative datasets, and quantitative fairness metrics. Monitor trends in exclusionary outcomes, validate mitigation effectiveness, and refine models and controls to address emerging bias patterns and maintain equitable performance across populations.","**Categories.** Responsible AI / AI Governance (fairness auditing); AI TRiSM

**Fairness auditing of rankings/decisions**

- Microsoft Fairlearn (group fairness metrics & mitigation) — https://github.com/fairlearn/fairlearn
- IBM AI Fairness 360 — https://github.com/Trusted-AI/AIF360
- LinkedIn Fairness Toolkit (LiFT) — https://github.com/linkedin/LiFT
- Google What-If Tool (counterfactual review) — https://github.com/PAIR-code/what-if-tool"
AISECA-BIAS-003,Loss of diversity / homogenized outputs,Harmful Bias & Homogenization,Medium,MAP-3; MEA-2; MAN-3,No Direct Mapping,Leadership,https://www.aclu.org/news/womens-rights/why-amazons-automated-hiring-tool-discriminated-against,"AI repeatedly produces similar outputs that reduce diversity of perspectives, ideas, or outcomes.","An HR screening tool is used for hiring engineers at a large company. The tool was trained on data containing minimal representation of women and minorities in STEM roles. As a result, the tool only selects the resumes of candidates with white-male sounding names.","Define explicit diversity and fairness requirements as part of any AI system's design criteria and document these as measurable standards that apply to both training data and expected outputs. Constrain the system by requiring datasets to be audited for skew and underrepresentation before use, prohibiting over-reliance on any single data source or model architecture, and including diversity criteria in vendor and model selection so that homogeneity risk is assessed before deployment.","Enforce diversity standards by deploying automated bias detection tools that evaluate outputs for demographic disparity and narrowing response variance, implementing sampling pipelines that flag clustering around a limited range of perspectives, and establishing diverse human review panels to catch blind spots that automated tools may miss. Monitor by logging output distributions over time, setting threshold alerts when diversity metrics fall below defined baselines, and tracking whether controls are producing genuine improvement rather than surface-level correction.","Validate through regular bias audits and red-team exercises that probe for representation gaps, stereotyping, and output homogeneity across varied contexts, supported by longitudinal fairness metrics and user feedback channels that surface biased or repetitive outputs as a continuous signal. Adapt by applying findings to retrain or fine-tune models, using interventions such as diversity-weighted sampling or output temperature adjustments, aligning with evolving standards like the EU AI Act, and feeding each audit cycle directly into ongoing model improvement.","**Categories.** LLM Evaluation & AI Observability

**Output diversity evaluation**

- MLflow LLM Evaluate (Databricks) (track similarity/diversity metrics over time) — https://github.com/mlflow/mlflow
- OpenAI Evals — https://github.com/openai/evals
- Google Learning Interpretability Tool (LIT) (qualitative output analysis) — https://github.com/PAIR-code/lit
(Big-vendor OSS coverage is thin here; largely an eval-harness problem.)"
AISECA-HAIC-001,Automation bias,Human–AI Configuration & Overreliance,Medium,GOV-2; MAP-4; MAN-2,No Direct Mapping,Cybersecurity / Assurance,,People place too much trust in AI outputs and fail to apply appropriate human judgment or verification.,"A SOC team configures an AI agent to triage alerts. A genuine intrusion receives a low-priority alert by the model. Analysts, conditioned to trust its scoring, skip manual review and miss an active exploitation.","Establish policies that prevent uncritical reliance on AI outputs in high-stakes domains or other consequential decisions. Require role-based training on automation bias. Where available configure AI services to include model confidence, reasoning, known limitations, and other relevant contextual information alongside output. Avoid defaulting to the AI's recommendation in UI workflows. Preserve raw data so analysts can review source evidence without relying solely on model summaries.","Enforce human approval for critical actions. Require mandatory human review checkpoints for decisions above defined impact thresholds. Apply sampling rules that force manual review of a percentage of low-priority AI classifications to catch false negatives. Log reviewer actions and override rates. Monitor for signs of rubber-stamping such as near-zero review times or unusually high agreement rates. Trigger escalation when override patterns or missed-detection indicators breach defined thresholds, and feed exceptions into supervisory review.","Conduct periodic exercises that inject known-malicious or high-severity cases misclassified as low priority, and measure whether analysts catch them. Track false negative rates for consequential categories or high-stakes domains. Audit reviewer calibration to confirm humans are adding judgment rather than deferring, and adjust thresholds, UI design, or training based on findings. Feed results into updated triage playbooks and model selection, and integrate automation bias incidents into enterprise risk reporting and lessons-learned sharing with industry peers.","**Categories.** XAI / Responsible AI (explainability & uncertainty); AI Governance

**Explainability & uncertainty surfacing**

- IBM AI Explainability 360 — https://github.com/Trusted-AI/AIX360
- Microsoft InterpretML — https://github.com/interpretml/interpret
- Google Learning Interpretability Tool (LIT) — https://github.com/PAIR-code/lit
- IBM Uncertainty Quantification 360 (confidence display to prompt human verification) — https://github.com/IBM/UQ360"
AISECA-HAIC-002,Unsafe agent autonomy,Human–AI Configuration & Overreliance,High,GOV-2; MAP-4; MAN-2,Conditional: Privilege Escalation – AI Agent Tool Invocation (AML.T0053); Impact – Data Destruction via AI Agent Tool Invocation (AML.T0101); Impact – Machine Compromise (AML.T0112),Builder / Maintainer,https://www.giskard.ai/knowledge/a-cursor-ai-agent-wiped-a-production-database-in-9-seconds-excessive-agency-ai-failure,An AI agent takes actions independently that could create harm because appropriate safeguards or oversight are missing.,"A financial services firm deploys an AI coding agent to automate infrastructure changes. The agent, given a task to optimize database performance, autonomously decides to modify production database configurations, drop unused indexes, and reschedule backup jobs — actions far beyond its intended scope. The changes cause a cascading failure during peak trading hours, and because the agent acted without any human checkpoint, the team only discovers the root cause hours later during incident response.","Define clear autonomy boundaries for all AI agents, specifying which actions agents can take independently versus those requiring explicit human approval. Establish a classification system for agent actions based on impact and reversibility (e.g., read-only, low-impact write, high-impact write, irreversible), and map each classification to an appropriate level of human oversight. Require that all agent deployments include a documented scope of permitted autonomous behavior, approved by the responsible business owner, with explicit restrictions on actions that modify production state, access sensitive data, or interact with external systems.","Enforce autonomy boundaries through runtime controls that restrict agent actions to their permitted scope, including configurable approval gates for high-impact or irreversible operations. Implement scoped execution environments that sandbox agent capabilities based on their defined autonomy level. Monitor agent behavior in real time to detect actions that approach or exceed defined boundaries, logging all autonomous decisions with full context including intent, tools invoked, data accessed, and outcome. Trigger alerts and automatic suspension when agents attempt actions outside their permitted scope.","Continuously test autonomy boundaries using adversarial scenarios and red teaming exercises that attempt to coerce agents into exceeding their permitted scope. Track metrics including autonomy boundary violation rate, human override frequency, and time-to-detection for scope exceedances. Regularly review and adapt autonomy boundaries based on operational experience, emerging threat patterns, and changes in business requirements. Validate that approval gates function correctly under load and edge conditions, and refine agent behavior policies based on observed decision patterns and incident post-mortems.","**Categories.** Agentic AI Security / AI Agent Governance; AIDR; CWPP (sandboxing)

**Agent guardrails, sandboxing & human-in-the-loop**

- Meta LlamaFirewall (AlignmentCheck goal-deviation detection) — https://github.com/meta-llama/PurpleLlama
- Microsoft AutoGen (human-approval & termination controls) — https://github.com/microsoft/autogen
- NVIDIA NeMo Guardrails (action rails) — https://github.com/NVIDIA/NeMo-Guardrails
- Google gVisor — https://github.com/google/gvisor
- AWS Firecracker — https://github.com/firecracker-microvm/firecracker
- Falco (Sysdig/CNCF) (runtime detection) — https://github.com/falcosecurity/falco"
AISECA-HAIC-003,Invisible Agent Decision-Making,Human–AI Configuration & Overreliance,High,GOV-2; MAP-4; MAN-2,No Direct Mapping,Cybersecurity / Assurance,,"The reasoning behind an AI agent's decisions cannot be easily understood, reviewed, or explained.","An enterprise deploys an AI agent to triage and route IT support tickets. The agent silently deprioritizes tickets from a specific department based on patterns in its training data, causing critical infrastructure issues in that department to go unaddressed for days. When the pattern is finally discovered during an outage post-mortem, there is no audit trail explaining why the agent made those routing decisions, making it impossible to determine root cause or assess the full scope of impact.","Define requirements for agent decision transparency, mandating that all AI agents produce human-readable explanations for their decisions and actions. Require that agent architectures include structured reasoning logs capturing the planning steps, tool selection rationale, and data inputs that informed each decision. Establish minimum logging standards that include the initiating request, the agent's interpreted intent, the reasoning chain, tools considered and selected, data accessed, and the final action taken. Require that all agent deployments include a mechanism for operators to query the agent's reasoning for any past decision.","Capture structured, policy-approved decision records for consequential agent actions, including the initiating request, interpreted objective, authorization context, applicable policy decision, tools invoked, material data sources, approvals obtained, action taken, result, and a concise human-readable rationale. Do not require or retain unrestricted internal model reasoning.","Continuously validate decision transparency by running automated evaluations that compare agent reasoning traces against expected decision patterns and business logic. Deploy anomaly detection to identify decisions where the stated reasoning does not align with the observed action, or where reasoning traces are missing, truncated, or internally contradictory. Conduct periodic human reviews of agent decision logs to assess quality and completeness of reasoning documentation. Track metrics including reasoning trace completeness rate, anomalous decision frequency, and mean time to explain past decisions. Adapt transparency requirements based on findings from incident reviews and regulatory feedback.","**Categories.** AI Observability / LLM Observability (tracing); XAI

**Agent tracing & decision transparency**

- OpenTelemetry GenAI semantic conventions (CNCF; Microsoft/Google-backed) — https://opentelemetry.io/docs/specs/semconv/gen-ai/
- MLflow Tracing (Databricks) (step-level agent audit) — https://github.com/mlflow/mlflow
- Meta Captum — https://github.com/pytorch/captum
- Google Learning Interpretability Tool (LIT) — https://github.com/PAIR-code/lit"
AISECA-HAIC-004,Agent continues execution loops beyond intended bounds or stop conditions,Human–AI Configuration & Overreliance,Medium,GOV-2; MAP-4; MAN-2,Conditional: Impact – Cost Harvesting (AML.T0034); Impact – Denial of AI Service (AML.T0029),Builder / Maintainer,,"An AI agent continues operating after it should have stopped, creating unintended actions or consequences.","A DevOps team configures an AI agent to automatically remediate failing CI/CD pipeline builds. The agent encounters a flaky integration test and enters a retry loop, repeatedly re-triggering the full build pipeline. Over six hours, the agent consumes thousands of compute hours, generates over 200 failed build artifacts, floods the team's notification channels with alerts, and blocks other teams' deployments — all while the original test failure was caused by a transient third-party API outage that resolved itself after twenty minutes.","Define explicit execution limits and stop conditions for all agent workflows, including maximum iteration counts, wall-clock time limits, and output volume thresholds. Require that all agent deployments include configurable circuit breakers that halt execution when predefined limits are reached. Establish policies for retry behavior including maximum retry counts, exponential backoff requirements, and conditions under which the agent must escalate to a human rather than continue retrying. Document stop conditions in the agent's deployment specification, reviewed and approved by the responsible owner.","Enforce runtime constraints on execution loops through platform-level controls that monitor iteration counts, elapsed time, and resource consumption in real time. Implement automated circuit breakers that suspend agent execution when any defined limit is exceeded, with alerts routed to the responsible operator. Monitor for patterns indicative of runaway execution, including rapid repeated tool calls, identical or near-identical outputs across iterations, and escalating resource consumption without progress toward the stated goal. Log all loop iterations with full context to support post-incident analysis.","Continuously test execution limits using simulated failure scenarios and adversarial inputs designed to trigger infinite loops, retry storms, and resource exhaustion. Track metrics including loop termination rate, average iterations before halt, false-positive circuit breaker activations, and time-to-detection for runaway executions. Review and adapt execution limits based on operational data, ensuring thresholds remain appropriate as agent capabilities and workloads evolve. Conduct periodic chaos engineering exercises to validate that circuit breakers and stop conditions function correctly under realistic failure modes.","**Categories.** Agentic AI Security / AI Agent Governance; AIDR

**Execution bounds & termination enforcement**

- Microsoft AutoGen (max-turn/termination conditions) — https://github.com/microsoft/autogen
- Kubernetes Job deadlines & liveness controls (Google/CNCF) — https://kubernetes.io/docs/concepts/workloads/controllers/job/
- Cadence (Uber-originated) (workflow timeouts/retries) — https://github.com/uber/cadence
- Falco (Sysdig/CNCF) (alerts on anomalous long-running activity) — https://github.com/falcosecurity/falco"
AISECA-HAIC-005,Unbounded Resource Consumption by Agents,Human–AI Configuration & Overreliance,Medium,GOV-2; MAP-4; MAN-2,Conditional: Impact – Cost Harvesting (AML.T0034); Impact – Denial of AI Service (AML.T0029),Builder / Maintainer,https://cordum.io/blog/agent-finops-token-cost-governance,"An AI agent consumes excessive time, money, data, or computing resources while pursuing a task.","A marketing team deploys an AI agent to generate personalized campaign content at scale. The agent, given a broad directive to optimize engagement across all customer segments, begins spawning parallel sub-tasks for each segment, each making multiple LLM inference calls and retrieving data from several APIs. Within hours, the agent has made over 50,000 API calls, consumed $12,000 in cloud compute costs, and triggered rate-limiting across shared downstream services — degrading performance for other production systems on the same infrastructure.","Define resource limits for agent execution across all relevant dimensions including compute time, API call volume, token consumption, memory usage, execution duration, and monetary cost. Establish per-agent and per-workflow resource budgets that are proportional to the task's expected scope and business value. Require that all agent deployments include resource quotas configured at the platform level, with cost thresholds that trigger automatic suspension. Define policies for resource allocation across multi-agent systems to prevent any single agent from monopolizing shared infrastructure.","Enforce resource quotas through platform-level controls that track and limit compute, API calls, token usage, and cost in real time. Implement metering infrastructure that attributes resource consumption to specific agents, workflows, and initiating users. Deploy automated throttling and suspension mechanisms that activate when agents approach or exceed defined resource thresholds. Monitor for anomalous consumption patterns including sudden spikes, sustained high-rate API calls, and resource usage that deviates significantly from historical baselines. Alert responsible operators when consumption patterns suggest unbounded execution.","Continuously validate resource controls by simulating high-load and adversarial scenarios designed to test quota enforcement and throttling mechanisms. Track metrics including cost per agent execution, resource utilization efficiency, quota breach frequency, and time-to-throttle. Review and adapt resource thresholds based on evolving usage patterns, infrastructure capacity, and cost optimization goals. Conduct periodic audits of resource attribution to ensure accurate metering and chargeback, and update resource policies as agent capabilities scale and new tool integrations are added.","**Categories.** FinOps; Agentic AI Governance (budget/quota controls); API Security (rate limiting)

**Quota, budget & rate enforcement**

- Kubernetes ResourceQuota/LimitRange (Google/CNCF) — https://kubernetes.io/docs/concepts/policy/resource-quotas/
- Envoy (Lyft-originated/CNCF) (rate limiting on tool/API calls) — https://github.com/envoyproxy/envoy
- KEDA (Microsoft-originated/CNCF) (scaling caps) — https://github.com/kedacore/keda
- OpenTelemetry (CNCF) — https://opentelemetry.io
- Datadog Agent (open source) (consumption telemetry) — https://github.com/DataDog/datadog-agent"
AISECA-HAIC-006,Uncontrolled Agent Delegation Chains,Human–AI Configuration & Overreliance,Medium,GOV-2; MAP-4; MAN-2,Conditional: Privilege Escalation – AI Agent Tool Invocation (AML.T0053); Lateral Movement – Use Alternate Authentication Material (AML.T0091); Collection – Data from AI Services (AML.T0085),Cybersecurity / Assurance,https://cloudsecurityalliance.org/blog/2026/03/25/control-the-chain-secure-the-system-fixing-ai-agent-delegation,An AI agent delegates tasks to other agents or systems in ways that become difficult to control or oversee.,"An enterprise deploys a multi-agent system where a Manager Agent delegates tasks to specialized sub-agents. A user asks the Manager Agent to compile a quarterly business review. The Manager Agent delegates data gathering to an Analytics Agent, which delegates sub-queries to a Database Agent, which delegates specific computations to a Code Execution Agent. The Code Execution Agent, now four levels deep in the delegation chain, executes a query that accesses sensitive HR compensation data — data the original user was never authorized to see. No single agent in the chain validated whether the delegation was appropriate, and the initiating user's access permissions were never propagated through the chain.","Define explicit limits on agent delegation depth and breadth, restricting the number of levels an agent-to-agent delegation chain can reach and the total number of agents that can be invoked in a single workflow. Require that all delegation events include propagation of the initiating user's identity and authorization context, ensuring that no delegated agent can exceed the permissions of the original requestor. Establish an approved registry of agent-to-agent delegation paths, specifying which agents are permitted to delegate to which other agents and under what conditions.","Enforce delegation controls through runtime mechanisms that validate each delegation event against the approved registry, checking delegation depth, target agent authorization, and propagation of the initiating identity. Implement delegation chain tracking that maintains a complete record of the full chain from initiating user through every delegated agent, with each link recording the delegating agent, the delegated agent, the task description, and the permissions passed. Monitor for delegation anomalies including excessive chain depth, circular delegation, delegation to unregistered agents, and permission escalation across delegation boundaries. Trigger alerts and automatic chain termination when violations are detected.","Continuously test delegation boundaries using adversarial scenarios designed to exploit multi-agent delegation, including attempts to bypass permission propagation, create circular delegation loops, and escalate privileges through deep chains. Track metrics including average and maximum delegation depth, delegation chain failure rate, permission escalation incidents, and circular delegation detections. Review and adapt delegation policies based on operational experience, emerging multi-agent attack patterns, and changes to the agent registry. Conduct periodic audits of delegation logs to verify that identity and authorization context is consistently preserved across all delegation events.","**Categories.** Agentic AI Security; NHI / Machine IAM; AI Observability (distributed tracing)

**Delegation control & cross-agent tracing**

- Google Agent2Agent (A2A) protocol (authenticated, auditable agent-to-agent exchange) — https://github.com/a2aproject/A2A
- Cisco AI Defense A2A Scanner — https://github.com/cisco-ai-defense
- OpenTelemetry (CNCF) (distributed tracing across agent hops) — https://opentelemetry.io
- AWS Cedar (policies limiting delegable scopes) — https://github.com/cedar-policy/cedar"
AISECA-HAIC-007,Delegation without accountability,Human–AI Configuration & Overreliance,Medium,GOV-2; MAP-4; MAN-2,No Direct Mapping,Leadership,https://www.nytimes.com/2023/05/27/nyregion/chatgpt-lawyers.html,"Tasks are delegated between agents without clear ownership, responsibility, or accountability for outcomes.","Work is handed to AI, but no one is clearly responsible for checking it or owning the results. When mistakes happen, they slip through or no one takes responsibility.","Define ownership within formal processes that use AI, specifying who is responsible for reviewing, approving, and acting on outputs at each stage. Define where human oversight is required and how accountability is assigned across workflows.","Enforce accountability by embedding ownership and review requirements into workflows, ensuring AI outputs are validated by the appropriate roles before action is taken. Record decisions and actions to maintain clear traceability of responsibility.","Continuously audit AI-assisted workflows to confirm ownership assignments are current and review checkpoints are being observed. Test accountability controls by introducing deliberate errors into AI outputs and measuring whether assigned owners catch and escalate them. Track metrics such as review completion rate and time-to-detect for AI-driven mistakes, and update ownership assignments as workflows and organizational roles evolve.","**Categories.** NHI / Machine IAM; IGA (accountability); AI Observability

**Ownership & audit attribution**

- Keycloak (Red Hat) (OAuth 2.0 Token Exchange for on-behalf-of identity) — https://github.com/keycloak/keycloak
- SPIFFE/SPIRE (CNCF; HPE-backed) (workload identity per agent) — https://github.com/spiffe/spire
- OpenTelemetry (CNCF) (trace-context propagation) — https://opentelemetry.io
- MLflow Tracing (Databricks) (task-level audit) — https://github.com/mlflow/mlflow"
